İlçe Id,İlçe Adı,Belde Adı,Kayıtlı Seçmen Sayısı,Oy Kullanan Seçmen Sayısı,Geçerli Oy Toplamı, MUHARREM İNCE , MERAL AKŞENER , RECEP TAYYİP ERDOĞAN , SELAHATTİN DEMİRTAŞ , TEMEL KARAMOLLAOĞLU , DOĞU PERİNÇEK ,Mahaller Bazlı Veri İndir
648, AKSU ,, 3.664 , 3.218 , 3.023 , 770 , 459 , 1.727 , 29 , 19 , 19 , Excel İndir  Json İndir 
53, ATABEY ,, 4.209 , 3.944 , 3.843 , 751 , 737 , 2.255 , 60 , 27 , 13 , Excel İndir  Json İndir 
195, EĞİRDİR ,, 24.117 , 21.448 , 20.646 , 4.258 , 3.283 , 12.797 , 129 , 139 , 40 , Excel İndir  Json İndir 
238, GELENDOST ,, 12.257 , 10.572 , 10.151 , 3.084 , 1.564 , 5.309 , 23 , 122 , 49 , Excel İndir  Json İndir 
822, GÖNEN ,, 5.741 , 5.303 , 5.160 , 1.861 , 633 , 2.517 , 86 , 40 , 23 , Excel İndir  Json İndir 
298, ISPARTA MERKEZ ,, 172.674 , 156.182 , 152.902 , 39.648 , 21.379 , 88.210 , 1.471 , 1.871 , 323 , Excel İndir  Json İndir 
350, KEÇİBORLU ,, 11.170 , 10.183 , 9.780 , 2.257 , 1.640 , 5.711 , 36 , 110 , 26 , Excel İndir  Json İndir 
508, SENİRKENT ,, 8.967 , 7.822 , 7.507 , 1.653 , 1.687 , 4.067 , 36 , 40 , 24 , Excel İndir  Json İndir 
541, SÜTÇÜLER ,, 8.663 , 7.677 , 7.346 , 735 , 736 , 5.785 , 15 , 54 , 21 , Excel İndir  Json İndir 
544, ŞARKİKARAAĞAÇ ,, 19.693 , 17.342 , 16.684 , 3.246 , 3.173 , 9.997 , 30 , 184 , 54 , Excel İndir  Json İndir 
592, ULUBORLU ,, 5.064 , 4.309 , 4.187 , 1.148 , 679 , 2.282 , 31 , 39 , 8 , Excel İndir  Json İndir 
610, YALVAÇ ,, 35.002 , 29.385 , 28.170 , 6.167 , 3.835 , 17.666 , 103 , 313 , 86 , Excel İndir  Json İndir 
893, YENİŞARBADEMLİ ,, 1.769 , 1.545 , 1.493 , 475 , 248 , 749 , 4 , 10 , 7 , Excel İndir  Json İndir 
